logFC	AveExpr	t	P.Value	adj.P.Val	B	Gene.stable.ID	Gene.name	Gene.description
1.13028509889823	9.05852147513375	10.5552684542057	1.12429608295803e-08	8.80494989935295e-05	10.2272119115194	ENSMUSG00000000782	Tcf7	transcription factor 7, T cell specific [Source:MGI Symbol;Acc:MGI:98507]
-1.68213779307509	7.21386927331867	-10.2843658370254	1.62741486894806e-08	8.80494989935295e-05	9.90277300690862	ENSMUSG00000025017	Pik3ap1	phosphoinositide-3-kinase adaptor protein 1 [Source:MGI Symbol;Acc:MGI:1933177]
1.50298910083483	8.30941749877168	10.1640925768879	1.92233823579498e-08	8.80494989935295e-05	9.75835085907294	ENSMUSG00000045092	S1pr1	sphingosine-1-phosphate receptor 1 [Source:MGI Symbol;Acc:MGI:1096355]
1.1450448511414	10.1807571783007	9.81012008767066	3.16560772870859e-08	9.67487940173292e-05	9.08694280123922	ENSMUSG00000018899	Irf1	interferon regulatory factor 1 [Source:MGI Symbol;Acc:MGI:96590]
-3.57561817397262	5.53008923992624	-9.73591065929891	3.52044225374169e-08	9.67487940173292e-05	8.24221585455066	ENSMUSG00000042385	Gzmk	granzyme K [Source:MGI Symbol;Acc:MGI:1298232]
-2.546520234003	7.42634176727491	-9.2860151997139	6.79014736446771e-08	0.00012713043308487	8.48741224874415	ENSMUSG00000023132	Gzma	granzyme A [Source:MGI Symbol;Acc:MGI:109266]
1.57702594606749	7.1430609928358	9.25300177278832	7.13175982430321e-08	0.00012713043308487	8.48168500829481	ENSMUSG00000039384	Dusp10	dual specificity phosphatase 10 [Source:MGI Symbol;Acc:MGI:1927070]
1.56852380126911	5.71763731540828	9.22808532809043	7.40152437725755e-08	0.00012713043308487	8.37691723823215	ENSMUSG00000020297	Nsg2	neuron specific gene family member 2 [Source:MGI Symbol;Acc:MGI:1202070]
-0.996566441048859	8.53050212902119	-8.92816136597955	1.16367460162354e-07	0.00015950865248401	7.9080748228452	ENSMUSG00000029322	Plac8	placenta-specific 8 [Source:MGI Symbol;Acc:MGI:2445289]
-1.80282570144436	7.36392612159107	-8.889596966818	1.23431776471249e-07	0.00015950865248401	7.94564043897436	ENSMUSG00000079227	Ccr5	chemokine (C-C motif) receptor 5 [Source:MGI Symbol;Acc:MGI:107182]
1.16553043725149	8.0963544219166	8.86745251095204	1.27690501224373e-07	0.00015950865248401	7.8851459636711	ENSMUSG00000091191	Gm17334	predicted gene, 17334 [Source:MGI Symbol;Acc:MGI:4936968]
0.963557332434304	8.8064325974499	8.80280666958919	1.41028742183139e-07	0.000161489662194877	7.69800504543102	ENSMUSG00000034349	Smc4	structural maintenance of chromosomes 4 [Source:MGI Symbol;Acc:MGI:1917349]
-0.991674066531415	9.34037570320899	-8.56870889498444	2.02939580269059e-07	0.00021158794416719	7.27766534867522	ENSMUSG00000075010	AW112010	expressed sequence AW112010 [Source:MGI Symbol;Acc:MGI:2147706]
-3.47911207928391	6.87020386585486	-8.5302598891168	2.15576102055211e-07	0.00021158794416719	7.35646158763811	ENSMUSG00000028965	Tnfrsf9	tumor necrosis factor receptor superfamily, member 9 [Source:MGI Symbol;Acc:MGI:1101059]
0.934073101769101	9.40913326550626	8.4830674497643	2.32223838664291e-07	0.000212732517805735	7.13440353710349	ENSMUSG00000053113	Socs3	suppressor of cytokine signaling 3 [Source:MGI Symbol;Acc:MGI:1201791]
1.58414386857199	5.77519000903366	8.43993043347245	2.48622281523806e-07	0.000213519923151163	7.1774774836223	ENSMUSG00000040270	Bach2	BTB and CNC homology, basic leucine zipper transcription factor 2 [Source:MGI Symbol;Acc:MGI:894679]
-1.85622254407111	7.62557531827614	-8.28333807397388	3.19115138070828e-07	0.000257938888954779	7.00521409585894	ENSMUSG00000030167	Klrc1	killer cell lectin-like receptor subfamily C, member 1 [Source:MGI Symbol;Acc:MGI:1336161]
-2.13442414993408	7.53278223778761	-8.23798752246522	3.43233430006075e-07	0.000261159047504001	6.94236881545937	ENSMUSG00000018930	Ccl4	chemokine (C-C motif) ligand 4 [Source:MGI Symbol;Acc:MGI:98261]
-0.947729230816329	7.96078980026346	-8.18688268400658	3.72717957131464e-07	0.000261159047504001	6.81824855400286	ENSMUSG00000006519	Cyba	cytochrome b-245, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1316658]
-0.970589398477255	9.57610059888638	-8.17040844128767	3.8277905742231e-07	0.000261159047504001	6.62220615541772	ENSMUSG00000030830	Itgal	integrin alpha L [Source:MGI Symbol;Acc:MGI:96606]
1.19675759584783	7.62431556880784	8.14459151839284	3.99122334443201e-07	0.000261159047504001	6.77134497596398	ENSMUSG00000020034	Tcp11l2	t-complex 11 (mouse) like 2 [Source:MGI Symbol;Acc:MGI:2444679]
1.84428322242624	5.37531190930293	8.11584693258845	4.18182530550734e-07	0.00026119300692262	6.69159035980415	ENSMUSG00000050052	Tdrp	testis development related protein [Source:MGI Symbol;Acc:MGI:1919398]
-2.0036280198482	6.4646711885973	-8.07591205613517	4.46260145737134e-07	0.000264352353787992	6.67695087625899	ENSMUSG00000015316	Slamf1	signaling lymphocytic activation molecule family member 1 [Source:MGI Symbol;Acc:MGI:1351314]
1.47938425837078	8.14784242458476	8.03801436522313	4.74735524955997e-07	0.000264352353787992	6.5593251074249	ENSMUSG00000027985	Lef1	lymphoid enhancer binding factor 1 [Source:MGI Symbol;Acc:MGI:96770]
0.728874223729884	10.4038273896812	8.01428985332646	4.93524902527378e-07	0.000264352353787992	6.18682879883771	ENSMUSG00000021728	Emb	embigin [Source:MGI Symbol;Acc:MGI:95321]
-1.42915872954186	9.05675112945306	-7.96973078539513	5.30951015652986e-07	0.000264352353787992	6.36024848685467	ENSMUSG00000112023	Lilrb4b	leukocyte immunoglobulin-like receptor, subfamily B, member 4B [Source:MGI Symbol;Acc:MGI:102702]
-1.77235553220186	6.65534295206577	-7.96255276471523	5.37252707060871e-07	0.000264352353787992	6.51041852827054	ENSMUSG00000112148	Lilrb4a	leukocyte immunoglobulin-like receptor, subfamily B, member 4A [Source:MGI Symbol;Acc:MGI:102701]
-0.872317097716962	8.46830387341725	-7.96095040812314	5.38670104509409e-07	0.000264352353787992	6.39040475332085	ENSMUSG00000021109	Hif1a	hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]
0.812718828317789	8.2699924670082	7.7711473647658	7.37695401873855e-07	0.000349540431625815	6.09885683221971	ENSMUSG00000017561	Crlf3	cytokine receptor-like factor 3 [Source:MGI Symbol;Acc:MGI:1860086]
1.34797116828929	7.26991268141896	7.70968904176216	8.17574109711967e-07	0.000374476194718405	6.08330691129366	ENSMUSG00000020978	Klhdc2	kelch domain containing 2 [Source:MGI Symbol;Acc:MGI:1916804]
-0.802641414882354	9.94189221127264	-7.57573243303626	1.02468461759067e-06	0.000454199720332691	5.54434774781941	ENSMUSG00000049775	Tmsb4x	thymosin, beta 4, X chromosome [Source:MGI Symbol;Acc:MGI:99510]
0.841971603788171	9.12515563848793	7.53006305054674	1.1072775628427e-06	0.000469220438063434	5.50118233842514	ENSMUSG00000026581	Sell	selectin, lymphocyte [Source:MGI Symbol;Acc:MGI:98279]
-1.44466973124314	8.59308731594968	-7.5197540983359	1.12686663678723e-06	0.000469220438063434	5.65024577648316	ENSMUSG00000030149	Klrk1	killer cell lectin-like receptor subfamily K, member 1 [Source:MGI Symbol;Acc:MGI:1196250]
-1.54350176769005	5.64726929290097	-7.47933037662763	1.20724528816586e-06	0.000487904632490798	5.68003562794049	ENSMUSG00000029084	Cd38	CD38 antigen [Source:MGI Symbol;Acc:MGI:107474]
-2.81124716904511	9.46832679603711	-7.43928781826474	1.29279311838544e-06	0.000503967219524408	5.45790762424794	ENSMUSG00000015437	Gzmb	granzyme B [Source:MGI Symbol;Acc:MGI:109267]
1.36025272735608	8.95491568809351	7.4269803909863	1.3203420349959e-06	0.000503967219524408	5.35434769343531	ENSMUSG00000037944	Ccr7	chemokine (C-C motif) receptor 7 [Source:MGI Symbol;Acc:MGI:103011]
-0.784448678404562	9.91871081712719	-7.19884725189963	1.95893350595339e-06	0.000714627279911308	4.89401360137484	ENSMUSG00000004612	Nkg7	natural killer cell group 7 sequence [Source:MGI Symbol;Acc:MGI:1931250]
0.882151427357513	8.29952448586937	7.19379961199413	1.97626349149478e-06	0.000714627279911308	5.08659672754901	ENSMUSG00000022696	Sidt1	SID1 transmembrane family, member 1 [Source:MGI Symbol;Acc:MGI:2443155]
-2.06389036221011	4.50517868079302	-7.1447456922799	2.15325782057041e-06	0.00075866450544764	4.82807050866398	ENSMUSG00000005470	Asf1b	anti-silencing function 1B histone chaperone [Source:MGI Symbol;Acc:MGI:1914179]
-1.75350146418796	4.80816214133407	-7.07478060208062	2.43484341038699e-06	0.00083642958255319	4.82534193360126	ENSMUSG00000025747	Tyms	thymidylate synthase [Source:MGI Symbol;Acc:MGI:98878]
0.870905923312174	8.22300862670818	7.0555346392685	2.51885880976607e-06	0.0008364890450037	4.88021784968488	ENSMUSG00000002897	Il17ra	interleukin 17 receptor A [Source:MGI Symbol;Acc:MGI:107399]
1.10749684558623	7.51718768035845	7.03443426039337	2.61445521526093e-06	0.0008364890450037	4.88435836981735	ENSMUSG00000024251	Thada	thyroid adenoma associated [Source:MGI Symbol;Acc:MGI:3039623]
1.73383484708085	5.06612397078817	7.03374463786776	2.61764274326171e-06	0.0008364890450037	4.91747710178179	ENSMUSG00000038894	Irs2	insulin receptor substrate 2 [Source:MGI Symbol;Acc:MGI:109334]
0.957333825608162	7.29376860530828	7.00974868076871	2.73111876219626e-06	0.0008529159752577	4.88364716744445	ENSMUSG00000020315	Sptbn1	spectrin beta, non-erythrocytic 1 [Source:MGI Symbol;Acc:MGI:98388]
0.918753327297601	10.0010122746729	6.87718334059304	3.4575647320358e-06	0.00105578659962009	4.29516481087388	ENSMUSG00000066278	Vps37b	vacuolar protein sorting 37B [Source:MGI Symbol;Acc:MGI:1916724]
0.827088128946328	7.65571481921812	6.85745832509279	3.58178991609672e-06	0.00106994293993663	4.58264704791369	ENSMUSG00000018209	Stk4	serine/threonine kinase 4 [Source:MGI Symbol;Acc:MGI:1929004]
-1.82538279854121	6.87102805053988	-6.84404240654009	3.6689330802445e-06	0.00107265552033276	4.63544819295587	ENSMUSG00000049103	Ccr2	chemokine (C-C motif) receptor 2 [Source:MGI Symbol;Acc:MGI:106185]
-1.56274097807101	8.40329507017153	-6.78428300514583	4.08480677047993e-06	0.00114229175209954	4.34663451557046	ENSMUSG00000075602	Ly6a	lymphocyte antigen 6 complex, locus A [Source:MGI Symbol;Acc:MGI:107527]
-2.20191006222453	5.07692015565284	-6.78206276846685	4.10117312162221e-06	0.00114229175209954	4.3753811036327	ENSMUSG00000055170	Ifng	interferon gamma [Source:MGI Symbol;Acc:MGI:107656]
0.46166048720907	10.5156905349358	6.77462381009737	4.15650881340348e-06	0.00114229175209954	3.98322064553425	ENSMUSG00000020372	Rack1	receptor for activated C kinase 1 [Source:MGI Symbol;Acc:MGI:101849]
1.56134515791574	6.24154242033754	6.76130396236331	4.25754264646123e-06	0.00114711555892203	4.50904256075661	ENSMUSG00000032946	Rasgrp2	RAS, guanyl releasing protein 2 [Source:MGI Symbol;Acc:MGI:1333849]
-2.27746749579555	6.97813295538053	-6.73345426753764	4.47714484544164e-06	0.00118308552540795	4.43258872425407	ENSMUSG00000048521	Cxcr6	chemokine (C-X-C motif) receptor 6 [Source:MGI Symbol;Acc:MGI:1934582]
-6.92041685985255	2.53714066599442	-6.7033831912191	4.7275616074924e-06	0.00122568724619911	0.712507222394906	ENSMUSG00000040204	Pclaf	PCNA clamp associated factor [Source:MGI Symbol;Acc:MGI:1915276]
0.625252458026406	9.9362972350533	6.65841805813467	5.12956222974896e-06	0.00130528360368482	3.87100075412911	ENSMUSG00000001700	Gramd3	GRAM domain containing 3 [Source:MGI Symbol;Acc:MGI:1914815]
-2.53700101079182	6.62997691755272	-6.64500283500125	5.2562732105858e-06	0.00130627306094123	4.3005657476932	ENSMUSG00000039899	Fgl2	fibrinogen-like protein 2 [Source:MGI Symbol;Acc:MGI:103266]
-1.01391860669371	7.91528039407432	-6.63801334760366	5.32357844499739e-06	0.00130627306094123	4.15098727207125	ENSMUSG00000036943	Rab8b	RAB8B, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:2442982]
0.729337759235608	7.43742750965079	6.58541064483011	5.85980737577381e-06	0.00141262479211417	4.08988733576123	ENSMUSG00000091423	Gm17509	predicted gene, 17509 [Source:MGI Symbol;Acc:MGI:4937143]
-6.01444895007207	1.69538061922171	-6.53488669277986	6.42792610405249e-06	0.00152286435509975	0.486465318177188	ENSMUSG00000006310	Zbtb32	zinc finger and BTB domain containing 32 [Source:MGI Symbol;Acc:MGI:1891838]
